"SRR1382274"	"SRR1382275"	"SRR1382276"	"SRR1382277"	"SRR1382278"	"SRR1382279"	"SRR1382280"	"SRR1382281"	"SRR1382282"
3	26	68	24	67	60	60	61	38
0	0	0	9	0	14	4	0	0
24	4	44	18	18	23	23	39	14
8	5	13	0	8	19	8	2	11
111	63	18	13	55	17	23	35	9
0	12	14	2	14	18	5	12	2
0	6	21	33	14	6	7	27	1
0	2	0	1	0	15	0	3	28
183	466	129	144	390	190	245	156	98
31	33	32	25	38	40	24	13	42
425	587	178	181	346	456	411	200	292
12	18	12	3	46	25	11	81	15
0	19	14	18	30	6	19	53	21
0	0	0	29	0	0	2	5	12
5	4	1	0	2	2	5	1	1
83	28	0	0	32	9	0	78	95
0	28	30	0	26	7	10	153	6
0	0	0	0	1	6	0	0	0
2	3	11	1	3	5	0	1	7
72	25	57	198	138	53	46	67	47
0	0	0	6	0	0	0	0	0
1	0	0	0	1	0	5	0	0
0	7	5	9	1	6	0	0	3
690	843	471	416	632	467	579	473	692
0	2	3	0	0	0	0	0	4
84	82	46	67	105	63	59	51	61
50	200	72	60	157	96	140	97	107
0	10	14	1	13	19	1	2	0
4	0	8	0	9	2	4	8	3
212	25	41	267	25	27	73	15	98
3	0	5	0	0	0	6	1	0
0	5	0	3	2	0	5	0	1
0	1	0	1	0	0	0	0	0
8	38	23	55	50	67	50	43	35
1	1	0	3	1	0	0	0	0
12	24	32	65	43	25	37	2	85
27	39	13	38	109	66	85	21	52
0	0	4	0	0	0	0	0	0
19	100	39	104	104	59	85	111	87
22	1	0	0	0	0	0	0	0
306	54	192	347	223	108	415	183	650
0	0	1	0	0	0	1	5	2
32	40	24	40	35	19	34	18	11
368	480	837	1102	1011	398	1179	694	1516
127	114	171	143	122	103	76	141	166
2	20	6	7	34	20	17	6	19
0	1	0	0	1	0	0	0	0
0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	17
443	350	348	446	907	1510	1136	222	759
240	813	1215	5076	2083	2336	2392	2444	2898
1	1	2	11	5	3	11	30	0
105	63	186	733	265	510	247	24	1137
208	147	90	115	173	125	112	79	57
210	440	168	278	343	166	362	274	358
181	436	595	425	943	811	317	468	665
17	21	3	10	7	19	27	3	7
15	8	12	37	19	20	21	14	29
8	66	40	48	43	90	40	49	31
17	6	15	1	35	13	21	24	13
0	2	5	1	15	20	1	3	0
9	6	3	2	13	19	10	6	10
34	16	20	47	21	30	25	16	12
143	129	72	66	123	64	62	75	49
204	123	120	172	152	190	138	111	96
311	149	79	71	97	104	45	159	224
0	0	0	6	0	0	0	0	0
487	2224	1191	1058	2245	788	1177	1298	612
7	38	29	30	35	34	19	47	23
11	44	24	23	55	64	48	31	20
1	16	4	9	8	8	3	12	0
14	4	5	13	21	48	24	8	12
1	7	0	1	8	1	1	0	2
2523	7499	3856	3340	7824	4356	4990	3504	2648
66	139	62	136	149	135	164	67	165
0	5	0	0	0	0	0	0	0
7	28	3	1	7	9	25	5	4
127	163	46	114	114	91	166	74	115
3	23	9	34	1	0	7	3	340
0	3	1	4	0	3	4	0	3
232	110	93	58	28	40	134	70	31
0	0	0	0	0	0	0	3	0
0	1	1	5	4	1	5	6	0
8	0	1	0	3	8	2	0	12
262	302	242	594	498	781	600	302	482
20	57	45	21	50	63	22	48	60
31	42	63	100	43	121	32	9	16
35	55	45	102	98	55	53	75	58
176	372	124	149	214	234	120	122	103
4	1	2	8	3	3	0	1	0
0	0	0	0	0	0	0	0	6
100	13	292	161	16	35	49	67	25
2	5	14	6	10	16	5	12	8
172	2193	172	473	65	387	260	612	138
0	0	5	0	5	9	0	82	3
0	0	8	17	22	0	6	39	88
81	476	410	488	780	239	436	300	95
0	0	3	6	0	7	1	2	0
1	3	2	0	2	1	2	2	4
310	215	163	236	277	313	308	192	453
3	11	26	27	25	18	14	23	0
0	2	0	0	2	0	0	0	0
8	55	21	26	63	60	71	43	19
28	12	37	8	26	5	47	30	28
54	63	92	109	106	95	75	105	124
0	0	0	1	0	11	0	0	0
63	89	51	17	48	50	49	40	52
44	47	93	374	88	58	31	116	83
0	32	3	15	0	0	0	0	0
9	2	5	5	17	54	3	2	0
19	95	75	67	106	186	92	54	132
27	65	28	16	19	8	9	48	8
3	1	0	12	0	3	6	1	1
19	38	26	41	69	18	113	81	32
44	32	13	23	27	34	22	53	18
155	122	222	1158	404	619	685	237	637
272	479	292	224	635	452	371	188	519
6	109	12	38	45	18	67	2	7
0	4	4	17	22	17	20	7	11
0	1	1	0	0	0	0	0	0
784	770	980	1242	1512	1049	1142	946	1121
0	0	1	0	0	1	4	0	0
14	21	22	150	20	20	21	13	19
0	3	0	0	3	0	0	0	0
1219	607	1267	2877	13313	1309	549	482	1058
107	195	63	68	67	68	106	21	179
400	1483	487	500	1118	1804	1137	806	1102
763	994	452	144	987	974	1320	663	418
409	352	124	101	651	496	627	307	168
23	28	21	1	17	6	14	11	4
17	5	7	46	39	40	38	2	4
22	114	65	57	145	118	43	206	96
0	0	2	0	0	0	0	0	9
148	192	217	325	209	326	199	178	392
82	196	324	437	572	412	294	1177	398
4275	3104	2041	1550	7459	5397	4178	5695	2866
0	2	2	5	8	2	12	3	5
2	0	0	0	0	0	0	0	0
6	19	19	52	55	91	79	69	33
11	3	0	0	0	1	21	0	44
0	605	6	0	32	76	133	3	1
5	3	2	0	3	3	1	5	0
0	3	10	10	7	2	5	5	16
42	60	80	175	167	122	94	104	136
7	13	9	0	13	3	3	17	21
1032	182	820	814	200	161	76	203	530
158	382	72	124	388	240	164	185	745
0	3	0	0	6	7	1	5	1
0	3	0	0	1	1	0	0	0
148	78	80	106	208	184	90	104	96
0	0	0	0	5	7	0	0	0
0	3	2	1	1	0	2	7	2
221	494	782	795	777	258	234	1109	400
498	810	864	935	672	512	868	1042	643
71	355	116	18	532	149	413	223	81
8	12	39	91	14	100	38	14	8
71	115	90	116	95	163	26	9	165
1	166	89	75	144	78	176	192	103
2	15	0	11	4	1	43	29	1
1270	493	201	538	1146	630	584	277	235
110	445	198	35	239	264	235	163	158
0	2	0	5	0	2	3	2	0
33	28	34	51	126	10	21	118	28
153	847	334	381	1261	1172	889	458	538
0	0	17	0	0	0	0	0	0
3	8	8	12	14	5	7	9	9
304	168	69	184	65	84	94	32	75
6864	4344	3608	2120	3781	4364	2781	1262	1901
0	0	2	3	1	0	0	1	0
15	9	6	24	7	0	3	15	10
71	27	89	111	82	106	195	77	232
70	312	137	83	238	113	233	84	158
351	357	149	357	466	515	413	424	332
0	0	7	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0
1	0	0	0	0	0	0	0	3
0	2	0	0	1	0	0	0	0
171	443	449	320	678	762	946	492	767
615	714	299	448	643	467	709	324	848
0	0	0	1	0	1	1	1	0
44	61	46	27	28	28	36	45	14
187	278	231	633	417	272	381	158	533
154	190	108	71	109	115	48	134	180
0	1	4	0	0	6	6	0	3
69	122	166	220	189	252	69	191	164
0	3	22	0	29	12	25	30	9
32	157	50	62	123	158	146	182	65
36	20	13	26	47	68	56	23	51
6	43	42	76	27	82	49	77	138
75	60	97	175	327	187	270	28	11
30	34	15	32	56	40	73	19	45
9	1	4	23	38	18	5	1	4
3	5	4	1	8	7	7	3	6
26	48	16	3	32	36	43	71	7
19	101	63	158	46	13	39	77	22
0	0	1	0	4	4	11	0	0
53	147	94	78	198	66	69	101	44
0	2	1	0	0	2	2	2	5
8	23	79	67	55	137	74	150	163
0	0	0	0	1	8	2	0	1
9	26	15	14	16	12	15	15	9
198	354	252	62	482	229	150	327	104
2	2	0	0	0	3	4	0	0
85	191	64	106	119	102	96	66	144
7	7	17	14	35	18	16	25	12
84	396	150	211	187	284	170	109	176
0	0	0	0	1	3	6	0	0
0	1	1	0	24	4	0	0	0
0	1	1	0	1	15	0	0	0
5129	6316	4398	4361	5520	4948	7604	5279	4596
6	27	0	7	4	17	2	0	0
1075	1327	951	903	1406	781	1078	937	834
1	6	3	11	8	13	9	4	2
5	16	15	43	86	52	42	29	61
1	67	23	8	49	24	16	37	65
77	57	22	87	70	125	111	42	54
2	0	1	1	0	4	10	5	0
0	3	3	1	0	0	3	2	0
1901	706	361	647	827	885	961	524	1160
30	24	11	7	13	28	15	2	37
1	5	33	33	31	10	4	49	21
0	2	2	1	1	2	8	4	3
152	178	65	155	93	87	167	77	204
397	175	109	50	290	303	261	193	204
1032	1438	659	1432	1280	959	1073	798	1025
0	3	2	0	0	0	0	0	3
25	19	21	43	41	38	17	33	34
1	1	0	0	0	1	0	0	0
1	0	7	24	0	2	3	3	4
74	105	66	108	139	67	53	78	61
0	0	0	11	4	0	0	0	5
0	0	0	0	0	2	0	0	0
175	652	94	104	147	333	124	100	101
13	2	0	22	0	4	0	4	1
0	1	0	0	0	0	17	0	0
0	4	0	0	0	4	7	0	10
333	148	197	162	130	158	87	230	200
0	4	1	0	0	0	0	0	0
32	26	4	21	25	29	33	4	12
1	46	26	4	92	31	20	29	14
215	519	158	168	229	301	322	219	128
0	1	6	0	0	38	0	0	12
0	1	3	1	0	2	2	1	9
0	0	0	0	0	0	0	5	0
0	0	0	0	1	5	8	0	1
0	32	13	172	17	2	15	7	8
0	3	0	2	0	0	0	0	1
17	3	3	2	2	0	18	0	5
2	7	4	10	10	1	8	4	3
74	87	71	42	113	40	69	46	39
0	1	0	0	0	1	0	0	1
111	153	82	161	182	92	138	110	126
0	0	0	0	3	0	0	0	0
0	38	22	1	29	12	12	11	26
66	98	30	97	67	71	118	49	145
0	0	6	0	2	0	2	0	0
71	60	101	89	63	90	126	56	57
14	17	8	10	16	3	5	19	24
11	2	4	0	6	0	15	33	0
41	48	39	69	61	70	49	54	59
76	182	138	140	129	288	155	160	178
7	2	17	18	1	0	12	0	2
15	72	64	47	62	65	17	47	21
39	210	93	119	219	158	121	220	142
250	256	138	346	228	438	579	211	286
80	659	407	437	993	572	640	357	937
0	0	0	1	0	0	0	0	2
34	92	53	67	113	82	106	65	98
71	115	101	91	185	104	76	144	91
16	6	33	601	19	185	91	0	106
22	42	42	16	105	27	121	74	54
7	0	4	0	3	0	1	0	6
1	13	12	12	9	9	1	37	0
1	0	2	6	2	1	2	0	6
2	13	5	5	9	11	12	23	4
5	12	10	2	4	3	6	3	13
0	1	0	0	1	0	0	0	0
22	5	3	27	14	15	6	10	7
156	123	78	102	104	157	74	113	70
0	1	1	0	0	0	0	0	0
5	11	2	2	10	6	4	10	5
148	234	590	958	196	798	324	179	592
76	138	73	120	171	89	116	123	70
19	22	17	20	42	11	19	18	17
0	0	4	7	0	0	5	0	0
0	3	9	0	9	8	0	3	5
0	3	2	3	5	2	4	0	2
0	1	3	0	0	0	2	0	0
0	19	0	0	0	3	0	0	0
1	0	0	1	1	0	4	3	2
0	5	8	1	3	0	3	1	14
8	12	13	19	13	12	12	5	5
0	1	0	0	0	0	3	0	0
619	1796	1198	1551	2867	2269	1437	1155	2219
0	3	0	0	0	0	9	0	0
0	0	3	0	0	2	0	9	0
683	937	226	821	896	757	894	471	855
33	36	27	24	60	37	25	14	9
0	0	0	0	0	30	0	0	0
7	6	0	0	0	1	7	0	4
178	75	33	105	60	21	60	7	25
0	0	9	2	0	0	0	2	0
2	16	7	17	0	4	7	0	0
85	27	186	42	64	131	154	330	1
1	23	15	61	3	1	3	0	3
0	199	8	15	6	1	15	11	135
2	0	1	0	1	0	1	0	0
265	309	416	684	18	164	936	532	1046
0	0	6	14	10	10	0	1	0
0	7	5	3	3	0	2	3	0
7	592	132	91	840	354	355	63	2485
0	1	4	4	3	0	0	6	0
142	117	35	67	72	90	147	52	90
18	65	15	46	75	3	33	44	7
138	377	127	308	905	400	372	455	242
0	0	0	0	1	0	2	0	5
9	82	64	56	53	34	17	91	39
0	0	0	34	2	12	0	0	0
32	37	20	9	40	30	27	26	31
16	45	84	125	92	60	66	104	64
27	140	29	46	23	9	60	10	144
15	17	19	35	52	81	38	47	42
12	52	68	94	80	63	20	65	78
9	0	0	0	0	3	0	1	3
10	2	0	1	1	1	1	0	0
1	2	0	29	0	25	17	10	19
7	23	5	0	25	30	2	34	0
41	13	48	0	21	5	2	40	14
7	40	42	2	29	56	27	13	1
33	61	65	27	55	22	27	122	29
14	12	9	10	16	12	25	8	17
0	3	1	0	0	1	0	0	0
0	0	2	0	0	0	2	0	0
0	2	0	0	0	0	0	0	0
19	2	15	58	6	7	26	0	0
6	3	0	3	2	1	1	0	2
80	122	65	109	301	187	240	213	125
41	89	82	65	112	76	126	44	70
16	47	67	33	96	78	82	46	83
20	3	3	0	0	0	5	2	0
0	2	1	0	2	0	0	0	2
0	3	0	0	0	0	1	0	11
1	1	3	3	7	13	6	0	1
2	5	1	2	6	1	6	0	0
539	1215	559	344	1421	984	1181	407	414
0	8	20	16	5	3	0	15	0
39	194	167	126	253	67	73	215	80
0	12	10	9	0	0	2	0	0
113	306	490	111	2044	777	1423	520	972
35	85	65	112	130	76	49	89	97
0	4	7	44	9	36	29	13	8
0	0	1	1	1	0	0	0	0
0	0	0	2	0	0	0	0	0
1884	2146	1683	2756	2225	2405	2711	1530	2628
15	14	27	14	9	19	25	22	28
210	294	202	524	282	214	424	159	139
5	2	8	29	0	0	4	0	0
23	14	1	35	9	12	14	0	0
85	41	25	154	74	106	51	82	51
26	48	35	16	74	52	80	44	61
1	14	2	0	23	13	0	72	12
547	767	506	479	846	746	766	433	867
1175	996	822	501	690	472	1739	480	625
1	0	0	0	1	0	0	14	0
57	59	66	37	164	50	42	98	54
158	462	291	316	473	336	285	213	147
3	4	1	0	3	5	2	0	0
2	8	3	4	22	2	34	0	5
3381	3407	1216	1564	2934	1927	3529	981	1115
6	8	1	10	2	7	1	0	0
5	24	1	11	18	6	4	2	12
5	36	15	18	25	8	45	18	22
5	2	1	0	0	0	0	1	5
0	0	4	0	0	0	0	0	0
12	42	28	36	37	25	30	20	10
21	34	15	20	36	40	45	20	38
0	3	6	1	1	3	0	6	1
14	7	5	1	27	18	35	10	29
8	99	59	103	181	70	73	94	39
1	6	6	9	6	3	2	8	10
25	23	7	7	17	14	35	21	15
0	3	0	0	0	0	0	0	0
12	16	27	42	31	24	17	26	15
0	1	2	0	9	1	13	6	2
0	4	5	0	17	1	23	0	14
1	1	7	1	3	5	2	1	3
4	10	10	12	34	21	7	13	4
5	16	12	11	12	10	4	10	7
0	0	0	3	1	1	6	2	0
0	0	0	1	0	1	0	0	0
0	0	9	0	0	0	1	7	0
38	81	60	35	68	47	90	78	139
2	6	4	2	21	17	19	4	28
18	16	3	0	3	23	23	15	1
7	21	44	51	57	83	71	132	11
255	221	92	91	128	109	208	61	152
35	39	51	23	54	39	29	50	10
0	0	4	7	2	1	3	2	1
4	33	25	44	91	6	3	33	19
3	9	4	4	25	0	6	19	1
270	301	139	263	313	180	243	119	97
9	1	4	12	13	0	0	3	6
13	2	25	44	4	4	5	1	0
7	34	20	27	31	11	16	17	18
0	4	2	0	0	0	0	0	0
0	0	0	0	0	0	0	7	70
228	552	558	1388	619	650	899	570	530
26	85	20	33	117	24	47	49	26
5831	6342	3431	2770	13871	7223	8813	6756	4493
5	3	2	12	5	2	1	1	1
724	515	405	775	853	1072	902	545	851
7055	3275	2150	788	507	1594	4172	3128	2096
0	3	6	22	3	5	0	6	1
0	0	4	0	9	24	44	1	1
6	36	28	9	12	7	14	8	4
0	0	0	3	1	0	1	0	0
101	381	186	207	209	1099	681	150	78
60	43	33	71	73	125	87	63	113
0	0	1	0	0	0	1	1	2
14	43	7	7	26	13	1	3	23
0	5	13	54	48	56	22	43	3
0	0	0	0	0	4	0	0	0
49	76	53	36	86	49	113	101	90
25	74	66	51	111	113	54	30	86
0	1	4	0	2	4	2	0	0
0	0	1	4	4	0	0	140	7
31	96	11	49	22	45	203	32	13
2544	3953	1959	1127	3026	1510	2509	1128	1198
4	21	13	9	9	6	30	1	21
1	0	1	2	5	0	2	0	1
12	6	11	8	8	10	1	3	0
61	201	162	233	216	297	124	197	195
29	39	16	35	53	39	31	43	27
56	112	39	81	49	77	75	40	43
6	5	1	2	2	5	1	0	3
71	276	338	389	761	2829	1176	1201	698
0	4	2	0	2	1	3	3	4
44	43	18	21	38	33	30	18	23
3	9	2	1	2	1	1	0	0
0	5	1	0	0	0	0	0	0
4	1	0	0	1	0	2	1	0
0	23	15	8	44	24	2	25	37
32	128	66	57	149	43	102	88	69
0	22	6	4	11	18	4	7	46
0	2	0	0	0	0	0	0	0
2	9	20	28	10	35	12	31	9
571	971	359	527	1277	417	710	421	657
0	13	1	4	20	4	62	19	33
0	5	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0
324	793	314	500	704	536	572	568	513
0	1	1	0	0	2	4	0	0
2696	11008	3607	1903	4141	3075	3049	3905	1536
13	4	20	27	19	60	18	1	17
36	38	73	46	96	51	65	42	50
212	351	250	248	447	355	329	292	188
0	0	0	0	4	0	0	0	3
3	7	5	5	5	7	0	1	0
13	28	5	47	24	14	21	12	16
33	106	115	33	154	124	73	155	69
68	72	53	67	114	77	85	77	51
0	0	0	0	0	0	0	19	0
502	741	907	1187	931	940	558	1362	1013
307	970	81	49	87	1136	1082	99	60
0	1	3	11	1	1	4	0	3
0	3	0	1	1	4	0	1	17
1	1	2	0	0	0	0	0	0
1351	2981	2016	3240	1905	2525	5352	3017	2924
4	25	24	0	35	44	13	45	84
49	62	54	57	139	87	90	68	104
0	40	136	43	327	1270	881	176	11
40	85	66	80	140	92	78	141	232
0	3	1	1	14	17	1	18	18
0	0	3	0	0	0	0	0	0
9	12	15	3	18	19	39	16	37
49	22	13	25	15	1	42	5	27
256	70	30	105	78	62	178	7	234
2	3	6	1	0	2	0	0	9
15	52	37	21	80	62	55	69	82
146	60	89	82	80	97	82	186	198
8	30	23	28	31	24	30	45	19
296	140	82	49	239	201	278	127	118
275	1174	610	526	1132	741	586	790	264
0	8	10	1	8	6	0	0	0
42	8	31	91	6	20	10	47	19
57	22	89	83	153	95	70	252	149
14	125	151	12	5	151	30	0	12
14	22	10	19	68	24	48	15	16
289	947	866	676	1106	910	569	1240	741
3	8	22	77	73	50	13	6	4
135	109	197	168	95	200	171	93	226
19	112	33	24	49	52	48	32	52
41	0	0	0	0	0	0	0	0
255	107	52	27	128	148	129	57	133
0	3	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	0
0	0	0	6	2	0	1	0	2
4	7	50	70	5	31	9	41	31
707	505	459	884	711	1123	1072	567	952
0	1	1	20	4	0	4	5	2
193	100	161	219	298	186	96	428	223
5	2	4	2	5	0	1	1	0
22	105	83	183	122	136	69	147	40
8	40	20	18	19	150	74	0	26
21	88	146	9	188	76	106	243	96
2	17	14	15	11	8	8	4	26
125	159	143	175	191	132	136	145	104
0	2	1	0	5	1	0	0	4
197	178	127	239	308	161	238	141	151
0	1	2	0	3	7	2	12	0
0	0	0	0	3	3	3	0	7
27	30	26	22	55	49	32	34	31
333	224	196	183	343	197	427	148	258
25	23	33	5	68	30	32	26	28
29	26	28	43	58	47	37	118	39
0	0	0	0	0	0	4	0	0
207	212	157	124	231	207	308	174	180
0	3	5	0	9	0	1	24	0
446	144	112	208	289	64	39	131	526
3	1	1	1	5	4	5	8	2
0	2	2	0	0	0	0	2	0
1	0	0	0	0	0	0	2	2
1	1	1	4	3	0	1	0	2
0	5	2	2	0	7	4	3	2
0	0	0	0	1	0	0	0	4
0	0	3	5	1	1	4	0	0
108	59	89	705	71	274	513	90	69
0	5	0	0	0	0	7	1	0
143	257	43	225	321	207	190	59	108
124	34	46	46	65	105	120	41	40
2	0	1	0	1	0	0	2	0
147	149	112	111	76	99	95	99	46
17	32	14	36	42	10	22	16	16
19	37	31	100	76	111	91	27	106
4	5	16	9	14	18	1	20	8
5	7	13	17	17	24	15	10	41
0	2	0	0	1	0	0	0	0
35	7	13	15	23	30	18	14	31
0	4	0	0	0	0	0	0	0
0	56	31	45	67	59	69	23	52
39	1	2	1	18	1	23	12	0
64	29	57	165	52	34	41	83	53
196	463	370	331	603	401	400	377	214
8	27	44	73	58	29	31	80	58
60	31	25	42	10	15	12	10	29
0	1	1	11	0	5	1	3	1
19	93	201	1274	55	99	289	136	73
187	45	27	17	199	90	47	24	33
25	71	26	16	46	29	49	10	15
0	3	10	3	0	4	31	0	0
0	2	1	0	0	5	7	0	3
0	0	1	2	0	0	0	0	0
4	4	0	4	5	0	3	0	0
0	1	0	4	0	0	0	0	0
132	150	91	207	425	287	188	312	247
0	1	1	2	1	0	0	1	0
22	1	6	17	15	12	11	10	13
777	954	897	984	276	431	1143	73	238
0	0	0	0	0	0	2	0	0
8	14	47	188	42	190	33	17	15
10	3	8	19	19	27	17	16	21
0	8	8	12	11	67	77	0	43
0	0	0	0	0	0	6	1	1
40	49	32	12	72	68	55	42	45
63	39	25	91	138	218	59	37	108
17	49	11	12	40	36	14	18	11
1800	1700	276	5196	15603	3105	131	918	1275
65	35	51	89	62	36	34	54	88
0	17	3	25	7	24	1	0	38
2	6	1	9	3	6	2	3	1
0	1	1	0	2	0	1	0	2
0	0	7	9	0	3	0	0	0
3	2	5	2	24	9	1	7	12
20	56	70	141	39	27	58	114	81
0	0	0	0	0	0	2	0	1
0	4	5	27	5	7	33	5	17
0	15	20	5	20	4	13	3	26
0	0	3	20	0	0	2	0	0
15	85	15	22	25	8	13	45	12
4	7	4	0	11	11	1	0	5
1	1	0	3	3	2	1	3	1
155	158	168	96	380	175	159	338	262
0	6	14	1	24	28	0	12	16
136	282	231	212	261	148	213	362	413
233	1954	802	813	1993	1563	1848	1035	1377
545	502	330	451	822	547	436	591	370
0	3	2	6	13	10	19	9	1
1	6	3	0	4	1	9	2	1
0	16	10	34	16	24	27	0	36
7	5	29	34	28	22	9	19	35
22	120	97	85	95	69	59	62	141
27	18	46	56	71	63	14	63	17
0	0	0	0	0	0	7	0	0
21	0	0	2	0	2	2	0	4
18	99	58	2	157	32	33	102	65
14	8	13	16	29	16	5	7	19
782	420	359	360	699	648	454	342	534
0	25	3	16	16	11	16	11	11
87	165	93	115	157	111	147	125	114
0	6	18	2	10	4	69	1	0
523	1009	874	1149	1524	1039	866	1283	543
0	1	17	39	6	86	19	0	82
22	33	53	50	33	31	22	52	62
123	608	965	525	1062	565	735	1680	2155
0	1	11	0	2	3	0	0	2
45	21	24	52	23	38	25	43	53
0	1	1	3	1	3	11	0	1
31	98	65	66	78	87	99	48	36
7	35	145	32	387	30	59	69	737
0	0	6	1	0	1	0	1	1
164	388	235	330	343	302	323	193	184
132	72	55	85	123	271	46	86	56
0	1153	1	0	0	0	0	2	2
0	12	15	39	9	1	17	4	24
71	78	86	58	171	119	63	75	149
30	84	38	46	55	46	40	26	9
10	5	1	2	0	0	10	46	11
4	85	21	31	70	35	75	20	17
2173	2262	1257	1153	2464	2038	2418	1394	2060
21	38	11	20	27	12	32	6	10
2	8	5	0	27	18	11	8	9
27	137	48	38	129	41	100	33	25
24	102	19	42	104	30	116	21	38
0	6	13	17	16	0	10	26	16
1789	190	108	750	397	1206	412	103	223
36	38	9	17	24	9	26	17	10
40	6	15	57	32	40	31	26	8
10	4	7	41	13	16	11	11	9
2	3	0	0	6	5	4	1	0
24	80	62	43	116	43	92	40	29
0	4	1	1	7	4	1	2	2
41	150	70	5	36	122	61	36	2
208	825	271	582	1510	597	877	760	567
2	10	5	179	0	1	25	0	0
0	0	2	0	0	0	0	0	0
24	40	36	46	89	53	39	31	86
0	4	1	0	0	0	0	1	0
0	1	1	0	0	0	2	0	0
0	0	0	0	1	2	0	0	0
7	19	28	12	21	11	14	19	22
485	622	655	333	1375	243	890	574	574
0	3	3	1	6	0	0	1	0
148	182	72	156	185	196	196	167	98
1484	1785	2557	2939	3277	3387	2734	2928	1984
45	123	35	40	75	111	66	30	190
17	3	25	30	2	3	26	23	12
1828	1866	945	937	1511	1326	1555	637	544
0	0	0	0	3	0	0	0	0
0	0	0	30	1	0	1	0	0
0	0	0	0	0	0	0	3	0
22	80	23	35	81	25	109	30	20
27	2	0	14	3	17	1	3	0
55	25	65	95	294	91	94	93	144
87	125	69	105	157	85	107	111	137
5	27	31	25	13	2	40	32	13
52	292	74	121	195	126	212	81	69
1416	162	27	1179	22	87	22	11	295
54	103	72	69	83	46	44	112	39
4	12	8	14	27	51	41	2	4
2613	3272	2226	3058	2095	4461	3279	4704	3682
4	1	3	1	8	7	16	5	2
0	7	7	1	0	0	14	0	1
24	57	32	23	3	24	21	8	2
229	499	329	285	634	415	530	750	490
48	291	122	96	335	124	243	78	73
56	121	13	71	112	84	206	62	37
0	2	2	0	3	4	4	20	1
60	90	46	180	234	191	26	73	85
21	62	42	41	45	31	30	74	32
418	122	159	192	187	157	165	69	206
37	32	25	113	36	37	25	16	23
19	73	58	39	121	66	39	106	34
0	1	1	1	0	0	0	1	2
1	0	0	0	0	0	2	0	1
19	20	21	26	28	32	44	98	72
11	11	1	0	19	17	3	4	5
1	4	13	23	29	18	2	9	10
999	1311	868	1124	2143	2988	1987	1501	1947
4	51	49	134	26	22	45	9	19
327	1483	669	923	729	547	420	535	308
170	33	27	319	193	83	70	0	4
100	221	161	99	286	338	187	91	260
528	359	216	253	386	383	485	238	302
3	4	22	36	15	47	9	7	6
9	10	2	7	9	5	4	0	4
18	22	12	27	43	16	45	8	13
2	2	1	0	4	1	1	0	2
2	14	6	0	10	11	4	6	10
0	1	0	0	0	0	5	4	4
48	74	113	371	201	83	30	253	106
0	0	22	0	0	0	7	0	0
5	47	58	71	96	57	27	128	15
1	16	0	0	0	0	0	0	0
7	13	14	5	23	37	10	5	25
5	3	7	13	11	4	10	5	0
64	30	14	40	1	6	19	1	15
26	128	20	13	181	76	117	13	45
10	10	7	12	11	8	7	16	7
12	29	23	30	46	25	19	20	26
225	306	185	283	500	241	375	275	432
0	5	3	1	9	4	2	9	5
0	0	2	0	0	1	0	1	0
10	4	12	22	31	6	30	19	54
215	294	129	285	107	102	579	146	105
43	34	30	38	49	33	28	32	24
85	172	142	161	262	197	178	167	70
1	9	7	21	13	9	3	6	8
0	16	0	5	4	8	0	3	0
0	4	1	1	1	1	0	5	1
78	349	110	208	346	148	272	122	79
794	1897	1570	1731	3402	2826	1912	2015	2864
9	67	25	37	69	33	74	9	15
0	0	0	0	0	0	2	0	0
17	9	10	0	11	15	21	0	3
8	1	0	0	1	1	10	0	3
75	92	151	297	112	180	169	137	193
26	95	49	80	175	100	71	91	57
26	145	33	40	132	46	106	29	17
85	376	106	163	450	186	311	83	110
12	20	17	2	45	18	13	12	22
6	13	14	11	16	11	32	8	15
139	68	15	0	5	4	12	3	2
269	936	320	617	820	1049	742	199	359
81	186	137	128	146	296	196	411	205
0	0	0	1	1	0	0	5	0
8	17	18	15	22	22	13	27	30
750	2093	665	335	896	790	684	394	319
2	1	3	8	9	5	4	5	4
0	14	23	0	13	1	20	42	0
0	0	30	0	1	49	2	0	0
49	33	21	37	36	44	71	31	30
0	6	2	61	10	10	35	33	55
0	17	0	0	8	12	0	1	1
75	60	40	45	58	78	75	23	38
5	32	10	2	38	15	33	18	44
0	22	49	18	10	76	20	7	6
163	242	144	227	206	198	275	169	189
32	165	35	50	153	51	148	47	33
0	1	10	30	1	4	0	10	6
15	10	3	7	1	1	4	2	7
15	61	25	10	53	120	27	4	1
11	37	5	19	33	28	19	5	23
2591	4221	2220	3094	4068	2675	3263	3446	4384
9	24	35	0	42	49	35	23	0
29	40	33	146	19	3	111	11	31
3	3	4	2	2	6	0	2	1
1	1	0	1	8	19	4	0	0
0	13	13	1	19	3	17	9	3
6	2	5	5	3	21	3	23	2
0	0	4	10	0	0	3	0	0
19	12	8	53	20	71	31	30	18
0	0	0	4	0	0	3	0	0
0	0	0	0	0	0	0	6	0
2	1	1	1	0	0	0	3	3
0	3	0	0	0	0	0	0	0
1	10	6	1	1	1	1	5	0
0	0	0	0	0	0	0	11	0
